"";"hb_author";"hb_university";"hb_age";"hb_subject";"hb_age_today";"hb_vwl2015_u40_rank";"hb_vwl2015_u40_score";"hb_vwl2015_cr_rank";"hb_vwl2015_cr_score";"hb_vwl2015_lw_rank";"hb_vwl2015_lw_score";"hb_bwl2014_u40_rank";"hb_bwl2014_u40_score";"hb_bwl2014_lw_rank";"hb_bwl2014_lw_score";"hb_bwl2014_cr_rank";"hb_bwl2014_cr_score";"hb_vwl2013_u40_rank";"hb_vwl2013_u40_score";"hb_vwl2013_cr_rank";"hb_vwl2013_cr_score";"hb_vwl2013_lw_rank";"hb_vwl2013_lw_score";"hb_bwl2012_u40_rank";"hb_bwl2012_u40_score";"hb_bwl2012_cr_rank";"hb_bwl2012_cr_score";"hb_bwl2012_lw_rank";"hb_bwl2012_lw_score";"hb_vwl2011_u40_rank";"hb_vwl2011_u40_score";"hb_vwl2011_cr_rank";"hb_vwl2011_cr_score";"hb_vwl2011_lw_rank";"hb_vwl2011_lw_score";"hb_vwl2010_u40_rank";"hb_vwl2010_u40_score";"hb_vwl2010_cr_rank";"hb_vwl2010_cr_score";"hb_vwl2010_lw_rank";"hb_vwl2010_lw_score";"hb_bwl2009_u40_rank";"hb_bwl2009_u40_score";"hb_bwl2009_cr_rank";"hb_bwl2009_cr_score";"hb_bwl2009_lw_rank";"hb_bwl2009_lw_score";"rp_rank";"rp_author";"rp_average_rank_score";"rp_aabs.views_rank";"rp_aabs.views_score";"rp_abs.views_rank";"rp_abs.views_score";"rp_ad.cites_rank";"rp_ad.cites_score";"rp_adown.loads_rank";"rp_adownloads_score";"rp_adsc.cites_rank";"rp_adsc.cites_score";"rp_affiliation";"rp_anb.cites_rank";"rp_anb.cites_score";"rp_anb.pages_rank";"rp_anb.pages_score";"rp_anb.works_rank";"rp_anb.works_score";"rp_asc.cites_rank";"rp_asc.cites_score";"rp_asc.pages_rank";"rp_asc.pages_score";"rp_asc.works_rank";"rp_asc.works_score";"rp_awdsc.cites_rank";"rp_awdsc.cites_score";"rp_awsc.cites_rank";"rp_awsc.cites_score";"rp_awsc.pages_rank";"rp_awsc.pages_score";"rp_awsc.works_rank";"rp_awsc.works_score";"rp_bet.weenn_rank";"rp_between_score";"rp_close_rank";"rp_close_score";"rp_d.cites_rank";"rp_d.cites_score";"rp_dnb.works_rank";"rp_dnb.works_score";"rp_down.loads_rank";"rp_downloads_score";"rp_dsc.cites_rank";"rp_dsc.cites_score";"rp_h.index_rank";"rp_h.index_score";"rp_nb.cites_rank";"rp_nb.cites_score";"rp_nb.pages_rank";"rp_nb.pages_score";"rp_nb.works_rank";"rp_nb.works_score";"rp_ncau.thors_rank";"rp_ncauthors_score";"rp_nep.cites_rank";"rp_nep.cites_score";"rp_rcau.thors_rank";"rp_rcauthors_score";"rp_sc.cites_rank";"rp_sc.cites_score";"rp_sc.pages_rank";"rp_sc.pages_score";"rp_sc.works_rank";"rp_sc.works_score";"rp_stu.dents_rank";"rp_students_score";"rp_wdsc.cites_rank";"rp_wdsc.cites_score";"rp_wsc.cites_rank";"rp_wsc.cites_score";"rp_wsc.pages_rank";"rp_wsc.pages_score";"rp_wsc.works_rank";"rp_wsc.works_score";"gs_id";"gs_author";"gs_affiliation";"gs_total_cites";"gs_h_index";"gs_i_index";"gs_fields";"gs_citation_2015";"gs_citation_2014";"gs_citation_2013";"gs_citation_2012";"gs_citation_2011";"gs_citation_2010";"gs_citation_2009";"gs_citation_2008";"gs_citation_2007";"rp_age_estimated";"age_combined";"subject_fields";"hb_commonscore"
"1828";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;820;"rp_author_914";796,95;1460;1391,47;1319;2637;776;235,52;2189;297,6;674;727,73;"Federal Reserve Board (Board of Governors of the Federal Reserve System), Washington, District of Columbia (USA)";569;1285,09;1555;571,16;1585;67,53;478;14367,2;884;10421,79;737;1205,06;691;148,49;499;705,45;788;543,64;667;69,85;4430;NA;2515;NA;812;382,94;2438;NA;2044;555;646;1253,79;307;25;546;2115;1672;776;1509;120;444;1324;1344;77,33;426;1046,26;444;24649,2;991;14481,4;797;1752,68;2590;NA;656;259;459;1218,93;918;746,73;729;101,82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55;55;NA;NA
"1829";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;821;"rp_author_915";798,04;3954;NA;4583;NA;763;239,52;5992;NA;552;825,03;"Johnson Graduate School of Management, Cornell University, Ithaca, New York (USA)";537;1333,5;1112;669,83;5684;NA;389;16702,4;306;18973,5;1384;814,59;635;159,66;423;786,68;216;1087,59;1011;53,97;5063;NA;7742;NA;962;340,71;6065;NA;6533;NA;699;1182,51;529;21;661;1855;1223;894;7255;NA;1601;570;2624;NA;1607;441,01;476;23479,3;327;26163,9;1454;1186,54;2590;NA;769;228,6;523;1105,15;256;1483,06;991;83,03;"bPcHBo0AAAAJ";"gs_author_870";"Cornell University and IDC";15194;39;57;"finance and economics";1122;1549;1358;1465;1298;1079;1118;1168;NA;54;54;NA;NA
"1830";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;822;"rp_author_916";798,17;1088;1675;528;4440;823;225,87;883;514,16;1081;505,66;"Departement Algemene Economie, School of Economics and Management, Universiteit van Tilburg, Tilburg, Netherlands";848;963,5;1185;647,58;725;98,41;990;8031,15;608;13139,1;539;1448,96;1168;95,29;1069;369,16;607;643,8;634;71,91;2450;NA;1560;4,76;624;459,48;986;102;454;1319;874;1006,64;529;21;685;1815;1014;968;440;206;827;915;1541;75,4;854;692,6;876;14454,9;565;19767,9;538;2184,92;1881;1832,27;984;187,6;991;644,96;591;961,69;646;109,42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;54;NA;NA
"1831";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;823;"rp_author_917";802,02;1886;1205,5;4178;NA;582;286,09;1473;379;526;855,91;"Owen Graduate School of Management, Vanderbilt University, Nashville, Tennessee (USA)";329;1824;717;807;2838;NA;314;19305,5;219;21463,8;825;1120,48;618;163,5;368;880,19;218;1085,31;899;58,12;24612;NA;25965;NA;1208;286,17;4944;NA;3904;NA;1065;855,94;859;18;678;1825;1494;814;5466;NA;1620;566;2302;69,2;1645;434,88;608;19306,4;492;21485,5;1576;1122,03;2590;NA;1155;163,5;706;880,19;479;1086,43;1636;58,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;77;NA;NA
"1832";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;824;"rp_author_918";802,71;2137;1109,08;2017;2013;659;263,62;2248;291,25;486;905,02;"Finance Unit, Harvard Business School, Harvard University, Cambridge, Massachusetts (USA)";487;1419,92;2546;NA;6745;NA;383;16851,59;520;14320;1253;867,59;547;178,13;438;765,98;615;639,52;1440;41,92;18432;NA;11871;NA;726;415,04;5872;NA;2389;NA;505;1472,37;307;25;502;2195;2102;687;5587;NA;1014;801;1058;80,39;997;624,33;402;26566;482;21663,5;1030;1488,75;2590;NA;564;287,97;472;1200,49;587;966,93;1190;73,18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;51;NA;NA
"1833";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;825;"rp_author_919";803,52;2534;NA;1952;2061;1617;135,33;1301;406,58;964;557,95;NA;1085;786,33;2001;500,58;3209;NA;569;12590,2;717;11832,6;722;1215,97;723;143,53;393;821,81;474;748,1;426;92,88;8061;NA;3923;NA;1484;239;4182;NA;1158;790;885;999,42;723;19;1058;1314;1768;750;2974;NA;990;812;1754;73,34;890;675,47;534;21181,9;566;19767,5;723;1867;324;319,81;692;251,13;401;1355,21;338;1290,98;413;142,78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1834";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;826;"rp_author_920";806,61;1272;1516,92;1723;2244;317;425,47;1326;401,83;345;1143,73;"Monetary Policy Committee (MPC), Bank of England, London, United Kingdom, Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)";444;1511,42;2320;NA;3992;NA;557;12786,2;1343;8049,24;1070;962,6;385;222,87;648;580,82;1346;387,88;1032;53,45;4425;NA;2309;NA;440;569,56;7036;NA;1705;623;493;1496;859;18;580;2032;2718;NA;4454;NA;379;1437;477;87,47;396;1079,22;735;16683,09;1487;11179,4;1347;1243,97;2590;NA;563;288,52;833;746,85;1462;544,58;1304;68,72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;46;46;NA;NA
"1835";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;827;"rp_author_921";806,88;2229;1074,21;1800;2178;1934;116,93;2494;NA;1473;381,21;"Department of Economics, University of California-Santa Barbara (UCSB), Santa Barbara, California (USA)";2159;430,91;785;780;1465;70,2;1711;4699,64;299;19199,5;624;1339,77;1377;82,71;1615;245,53;368;864,31;247;124,41;685;8,42;1386;4,73;1757;208,38;1214;92;2540;NA;1405;676,82;1383;15;2105;693;793;1084;1194;134;1478;605;1765;73,31;1410;485,83;1748;7554,84;355;25309,4;645;1988,47;184;185,92;1306;147;1603;402,13;362;1249,2;223;186,77;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;62;NA;NA
"1836";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;828;"rp_author_922";807,33;1117;1654,17;1174;2858;526;304,02;1453;380,66;455;952,12;"Graduate School of Business, Columbia University, New York City, New York (USA)";788;1024,5;2484;NA;2302;55,83;652;11363,8;1031;9511,45;672;1280,18;496;188,78;701;543,8;959;478,52;657;70,4;2510;NA;3043;NA;576;478,32;2643;NA;1479;684;528;1440,63;859;18;818;1600;2512;NA;2702;NA;513;1230;246;90,57;508;950,56;702;17155,09;771;16796,9;692;1908,88;2590;NA;578;284,38;757;817,02;724;864,98;678;106,2;"Da5F3JIAAAAJ";"gs_author_871";NA;9726;37;56;"corruption, political economy, behavioral economics";1060;1401;1241;1107;942;760;710;606;NA;45;45;"H";NA
"1837";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;829;"rp_author_923";808,67;740;2081;1569;2368;339;407,85;894;510,5;453;957,27;"Department of Economics, University of California-Los Angeles (UCLA), Los Angeles, California (USA)";212;2364;2907;NA;3547;NA;346;18245,5;1378;7946,07;1218;885,63;556;176,49;447;756,79;1003;466,21;1122;50,59;24139;NA;33547;NA;572;480,86;4944;NA;1974;569;763;1118,73;2247;12;342;2806;4706;NA;6883;NA;491;1256;481;87,45;518;939,66;527;21443,9;2218;8265,09;2064;919,07;671;653,21;849;213,34;657;918,12;1713;482,99;1868;52,35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;86;86;NA;NA
"1838";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;830;"rp_author_924";808,82;2764;NA;907;3278;1234;169,45;2073;306;746;682,34;"Department of Economics, New York University (NYU), New York City, New York (USA)";1647;557;6682;NA;8174;NA;1077;7483,73;1872;6391,02;2030;613,02;583;169,48;864;444,07;1436;373,44;1626;38,01;2884;NA;1138;4,7;556;489,61;5268;NA;638;1111;346;1956,8;529;21;827;1591;2989;NA;2854;NA;549;1174;555;86,43;525;932,79;524;21533,8;841;15950;986;1530,73;239;245,82;268;487,53;426;1286,63;588;964,61;768;98,52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;46;46;NA;NA
"1839";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;831;"rp_author_925";809,18;3217;NA;2933;NA;1980;114,7;2193;296,68;1783;322,44;"CentER for Economic Research, Universiteit van Tilburg, Tilburg, Netherlands, Tilburg Law and Economics Center (TILEC), Universiteit van Tilburg, Tilburg, Netherlands";1418;627,95;4313;NA;73;209,18;1228;6626,92;2698;NA;757;1181,48;1422;80,65;999;391,71;2387;NA;949;56,23;249;14,6;152;4,43;1977;187,15;103;223;1785;605;1800;529,67;1621;14;1485;974;3516;NA;128;307;1378;639;1790;73,26;1353;500,27;1276;10369,1;2405;NA;994;1522,98;619;606,76;1434;135,52;1042;619,28;2146;398,3;1148;74,63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;60;NA;NA
"1840";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;832;"rp_author_926";809,5;2300;1051,67;1970;2041;1882;119,21;4370;NA;2379;NA;NA;1530;591,5;466;946;228;149;1861;4307,96;1289;8282,45;679;1271,08;2610;NA;2100;180,51;1486;365,93;930;56,76;165;17,91;206;4,46;1954;189,19;189;184;3428;NA;2555;NA;1188;16;1586;914;281;1582;136;304;1737;536;1673;74,29;1720;416,7;1971;6536,11;1253;12658,5;659;1964,25;357;347,13;2752;NA;2213;276,76;1444;551,42;914;87,73;"CxnbsMIAAAAJ";"gs_author_872";NA;1658;23;45;"number theory";201;222;155;110;147;132;89;81;NA;NA;NA;NA;NA
"1841";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;834;"rp_author_927";814,68;787;2011,08;882;3311;482;320,48;1001;477,08;462;947,27;"Economics Department, Yale University, New Haven, Connecticut (USA)";604;1229,83;2858;NA;4510;NA;624;11952,3;853;10617;968;1025,93;545;178,21;739;515,82;747;561,89;986;54,88;4309;NA;2354;NA;632;454,17;4786;NA;949;886;576;1358,45;723;19;760;1698;3109;NA;3143;NA;720;986;396;88,51;774;732,97;767;16254,8;913;15231,1;1070;1452,59;185;186,69;655;259,5;904;707,23;855;783,97;1105;76,72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;57;NA;NA
"1842";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;835;"rp_author_928";815,07;2163;1100,92;3477;NA;962;202,17;1835;331,33;800;643,67;NA;503;1394,83;662;834,5;1321;73,91;393;16638,2;558;13820,3;617;1347,19;823;130,77;379;856,76;369;863,43;548;80,5;15748;NA;1502;4,75;1299;267,12;1867;75;2884;NA;1140;806,56;723;19;694;1799;1156;915;3020;NA;566;1149;807;83,35;536;925,75;562;20330,59;994;14433,9;1094;1425,3;2590;NA;1150;163,87;557;1036,81;678;898,33;960;84,87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1843";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;836;"rp_author_929";815,33;653;2272,67;612;4101;1812;123,46;1219;421,5;2400;NA;"CentER for Economic Research, Universiteit van Tilburg, Tilburg, Netherlands";1262;695,33;2234;469,66;58;225,33;1732;4627,22;4145;NA;601;1371,45;2686;NA;2089;181,59;5245;NA;926;56,89;645;8,76;590;4,59;1625;222,86;68;250;708;1045;2251;426,18;859;18;1215;1167;1454;828;72;364;1500;600;3081;NA;1553;453,26;1706;7770,65;3098;NA;567;2125,34;2590;NA;2498;NA;2013;309,78;4139;NA;887;89,24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63;63;NA;NA
"1844";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;837;"rp_author_930";815,46;3174;NA;1285;2676;799;229,98;4122;NA;794;651,25;"Dipartimento di Scienze Economiche, Alma Mater Studiorum - Universit‡ di Bologna, Bologna, Italy";1001;840,33;4457;NA;4606;NA;1010;7870,35;2919;NA;1838;658,76;778;135,86;993;393,81;2788;NA;1892;33,94;288;13,35;117;4,4;533;505,3;3138;NA;1930;578;544;1411,35;389;23;686;1814;2248;665;1560;118;345;1529;320;89,59;343;1178,86;734;16683,2;1868;9327,27;1263;1294,23;539;531,86;554;293,1;749;831,07;1948;434,4;1363;66,35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;57;NA;NA
"1845";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;838;"rp_author_931";817,54;1477;1383,58;691;3849;863;219,75;876;516,25;543;834,01;"Research Department, Federal Reserve Bank of Minneapolis, Minneapolis, Minnesota (USA)";1158;746,25;5938;NA;4916;NA;739;10375,2;1834;6508;1298;847,92;437;204,09;601;620,54;1238;408,15;819;61,41;4330;NA;3889;NA;588;472,67;4614;NA;441;1337;391;1795,55;1017;17;859;1552;3658;NA;1592;117;608;1098;1054;80,41;606;851,49;526;21467,1;1206;12934,1;857;1670,62;868;857,57;315;439,03;427;1286,6;804;815,27;536;120,6;"vagFmTIAAAAJ";"gs_author_873";"University of Minnesota";5137;22;28;"macroeconomics, international macroeconomics, inequality";506;621;593;510;517;444;439;355;NA;46;46;"E";NA
"1846";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;839;"rp_author_932";818,47;1563;1347,83;644;3971;1002;196,46;1096;447,16;901;589,06;"Centre for Economic Policy Research (CEPR), London, United Kingdom";1010;836,41;2962;NA;2114;58,25;912;8597,42;2027;6019,97;1084;957,45;831;129,39;889;434,78;1822;309,7;1012;53,97;702;8,32;1214;4,71;605;465,66;1376;87;443;1336;533;1432,76;624;20;601;1989;1494;814;672;174;432;1343;1067;80,34;435;1040,16;538;21019,1;1075;13800,2;596;2072,92;2590;NA;505;315,65;536;1070,1;997;703,94;610;113,5;"iaDKz_0AAAAJ";"gs_author_874";NA;6747;33;66;"macroeconomics - monetary economics";477;684;681;590;561;555;523;485;NA;47;47;NA;NA
"1847";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;840;"rp_author_933";818,94;2986;NA;2989;NA;605;280,44;3136;NA;634;757,06;"Department of Economics, University of Maryland, College Park, Maryland (USA)";520;1353,5;5513;NA;4164;NA;484;14255,5;1147;8886,16;849;1104,46;651;156,85;462;740,03;1020;459,03;958;55,81;3440;NA;668;4,61;694;427,55;4332;NA;3334;NA;684;1199,85;723;19;493;2232;5633;NA;4340;NA;361;1475;555;86,43;340;1188,59;467;23896;1222;12870,5;934;1578,67;742;724,33;678;253,88;449;1250,69;1359;571,83;1127;75,71;"C6NEtMMAAAAJ";"gs_author_875";"University of Maryland";14785;40;73;"political economy, international economics";714;868;1007;905;812;830;757;871;NA;66;66;"H";NA
"1848";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;841;"rp_author_934";822,54;119;5464,5;215;6723;1278;164,86;754;563,33;1255;445,14;"Economics Department, University of Essex, Colchester, United Kingdom";1428;625,33;282;1119;495;112,66;1419;5734,97;848;10651;412;1663,02;1146;97,03;1444;277,96;1109;433,35;498;84,8;1303;5,45;1091;4,69;1575;228,58;825;110;923;900;1544;620,18;1383;15;1630;895;451;1342;644;177;1569;582;2735;NA;1542;455,65;1587;8301,02;1264;12565,8;510;2262,61;2590;NA;1424;135,92;1584;406,27;1601;510,74;585;116,13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63;63;NA;NA
"1849";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;842;"rp_author_935";822,79;1713;1276,03;1389;2559;811;228,26;1152;435,75;623;762,69;"Department of Economics, New York University (NYU), New York City, New York (USA)";821;996,41;1997;500,98;2305;NA;573;12522,1;982;9800,5;1176;902,46;589;168,28;532;669,35;804;537,54;925;56,93;4645;NA;2617;NA;661;441,59;2507;NA;970;874;492;1501,37;624;20;687;1813;1533;806;2619;NA;528;1206;669;85,32;503;957,64;480;23058,4;888;15450,1;1189;1356,82;1664;1623,03;484;329,49;458;1220,94;781;828,19;1005;82,34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58;58;NA;NA
"1850";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;843;"rp_author_936";823,29;533;2551,1;258;6283;1544;141,62;393;811,23;1825;315,09;"Department of Economics, Waikato Management School, University of Waikato, Hamilton, New Zealand";1979;468,05;548;891,71;443;118,23;2385;NA;1995;6080,45;1651;711,29;2049;54,69;2727;NA;3083;NA;2875;NA;438;10,89;1403;4,73;1070;312,76;224;174;219;1898;1341;699,71;1017;17;1474;982;260;1646;251;253;1272;682;503;87,38;1329;507,71;1897;6854,33;1247;12719,9;1083;1441,93;1173;1154,74;1608;121,2;2209;277,36;2136;399,42;2039;48,56;"YsrqZqYAAAAJ";"gs_author_876";"University of Waikato";4419;36;98;"migration, poverty, development economics, economics";589;663;590;444;392;334;277;212;NA;46;46;"O";NA
"1851";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;844;"rp_author_937";823,49;2947;NA;1235;2755;1344;158,18;2171;299,16;880;600,17;"Department of Economics, Sciences Èconomiques, Sciences Po, Paris, France";1891;489,58;1309;623,13;1675;66,03;1273;6401,61;662;12460,7;1050;974,97;754;139,79;1153;348,12;537;692,26;1066;52,16;354;12,17;127;4,41;987;334,21;1560;82;911;907;630;1278,67;1017;17;1419;1012;734;1115;555;188;1255;690;674;85,3;1208;547,16;971;13220;406;23726,6;724;1866,94;906;900,53;547;296,85;875;721,27;315;1330,39;737;101,23;"tt48sngAAAAJ";"gs_author_877";NA;3865;29;49;"economics";303;426;408;287;320;339;269;234;NA;54;54;"A";NA
"1852";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;845;"rp_author_938";824,35;1487;1381,83;2051;1994;625;271,88;2046;309,16;767;671,26;"Walter A. Haas School of Business, University of California-Berkeley, Berkeley, California (USA)";700;1100,17;980;709,83;1497;69,5;835;9257,62;614;12948,1;340;1840,07;856;125,81;902;428,01;574;660,95;378;99,9;10445;NA;8087;NA;764;399,98;2053;72;3005;NA;905;975,58;529;21;805;1616;1140;924;2119;101;1019;799;996;81,29;1043;604,23;970;13221,3;781;16606,8;454;2420,89;359;347,66;1057;176,42;1083;598,1;753;843,24;482;130,71;"WRXoiuEAAAAJ";"gs_author_878";"Haas School of Business";11501;41;76;"applied microeconomics, industrial organization, energy and environmental economics";762;979;894;900;776;782;664;648;NA;61;61;"L";NA
